Injury Severity,Investigation Type,Country,Amateur Built,Aircraft Category,Airport Code,Aircraft Damage,Make,Broad Phase of Flight,Purpose of Flight,FAR Description,Weather Condition,Year,Month,Weekday,State
Non-Fatal,Accident,United States,No,Airplane,TKX,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,9,4, MO
Non-Fatal,Accident,United States,No,Airplane,9WS2,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,9,4, WI
Non-Fatal,Accident,United States,No,Airplane,52F,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,9,4, TX
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,2018,9,3, ME
Fatal,Accident,United States,No,Airplane,0L7,Destroyed,Other,APPROACH,Personal,Part 91,VMC,2018,9,2, NV
Non-Fatal,Accident,United States,No,Airplane,E45,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,9,2, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Other Work Use,Part 91,VMC,2018,9,2, AK
Fatal,Accident,United States,No,Airplane,KPHN,Substantial,Cessna,APPROACH,Business,Part 91,VMC,2018,9,2, MI
Non-Fatal,Accident,United States,No,Airplane,MO1,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,9,1, MO
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,9,1, AK
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2018,9,1, MT
Fatal,Accident,United States,No,Airplane,WHP,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2018,9,0, CA
Non-Fatal,Accident,United States,No,Helicopter,DLZ,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,9,0, OH
Non-Fatal,Accident,United States,No,Airplane,LOZ,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,9,0, KY
Non-Fatal,Accident,United States,No,Helicopter,7MI1,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,9,0, MI
Non-Fatal,Accident,United States,No,Airplane,2Y3,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,9,6, AK
Non-Fatal,Accident,United States,No,Airplane,7T7,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,9,6, TX
Non-Fatal,Accident,United States,No,Airplane,IDI,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2018,9,6, PA
Non-Fatal,Accident,United States,No,Glider,NonAirport,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,9,5, TX
Non-Fatal,Accident,United States,No,Airplane,EYQ,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2018,9,5, TX
Non-Fatal,Accident,United States,No,Airplane,CJR,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2018,9,5, VA
Non-Fatal,Accident,United States,No,Airplane,RVS,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,9,5, OK
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,9,5, AK
Non-Fatal,Accident,United States,Yes,Airplane,PTV,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,9,5, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Personal,Part 91,VMC,2018,9,5, PA
Non-Fatal,Accident,United States,No,Airplane,MRC,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,9,5, TN
Fatal,Accident,United States,Yes,Airplane,M04,Destroyed,Other,MANEUVERING,Personal,Part 91,VMC,2018,9,5, TN
Non-Fatal,Accident,United States,No,Airplane,5Y0,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,9,5, MI
Non-Fatal,Accident,United States,No,Airplane,CEK,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,9,5, NE
Non-Fatal,Accident,United States,No,Airplane,PTV,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,4, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,4, AK
Non-Fatal,Accident,United States,No,Airplane,DNA,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,4, NM
Non-Fatal,Accident,United States,No,Airplane,LHQ,Substantial,Other,DESCENT,Personal,Part 91,VMC,2018,8,4, OH
Non-Fatal,Accident,United States,No,Airplane,3OH0,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,8,4, OH
Non-Fatal,Accident,United States,No,Airplane,PCZ,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,4, WI
Fatal,Accident,United States,No,Airplane,83D,Destroyed,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,4, MI
Non-Fatal,Accident,United States,No,Airplane,TSP,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,3, CA
Non-Fatal,Accident,United States,No,Airplane,ENW,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,3, WI
Fatal,Accident,United States,No,Airplane,PRC,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2018,8,2, AZ
Fatal,Accident,United States,No,Glider,NonAirport,Substantial,Cessna,MANEUVERING,Aerial Observation,Part 91,VMC,2018,8,2, VT
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Personal,Part 91,VMC,2018,8,2, LA
Non-Fatal,Accident,United States,No,Airplane,HUT,Substantial,Cessna,CRUISE,Aerial Application,Part 137,VMC,2018,8,2, KS
Fatal,Accident,United States,No,Airplane,O85,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,1, CA
Non-Fatal,Accident,United States,No,Airplane,HFD,Substantial,Cessna,LANDING,Business,Part 91,VMC,2018,8,1, CT
Non-Fatal,Accident,United States,No,Airplane,FTT,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,1, MO
Non-Fatal,Accident,United States,No,Airplane,OKV,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,0, VA
Non-Fatal,Accident,United States,No,Airplane,28M,Substantial,Cessna,LANDING,Skydiving,Part 91,VMC,2018,8,0, MA
Fatal,Accident,United States,No,Weight-Shift,NONE,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2018,8,0, FL
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,CRUISE,Personal,Part 91,VMC,2018,8,0, IN
Non-Fatal,Accident,United States,No,Airplane,W96,Destroyed,Cessna,TAKEOFF,Instructional,Part 91,VMC,2018,8,6, VA
Non-Fatal,Accident,United States,No,Airplane,KBWW,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,6, ND
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,CRUISE,Personal,Part 91,VMC,2018,8,6, OH
Non-Fatal,Accident,United States,No,Weight-Shift,X07,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,5, FL
Non-Fatal,Accident,United States,No,Airplane,FA38,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,5, FL
Non-Fatal,Accident,United States,No,Airplane,PLK,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,5, MO
Non-Fatal,Accident,United States,No,Airplane,S39,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,5, OR
Fatal,Accident,United States,No,Airplane,5B1,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2018,8,5, VT
Fatal,Accident,United States,No,Airplane,SBO,Substantial,Cessna,TAKEOFF,Skydiving,Part 91,VMC,2018,8,5, GA
Non-Fatal,Accident,United States,No,Airplane,2B9,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,4, VT
Non-Fatal,Accident,United States,No,Helicopter,CVO,Substantial,Other,LANDING,Instructional,Part 91,VMC,2018,8,4, OR
Non-Fatal,Accident,United States,No,Airplane,2J9,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,4, FL
Fatal,Accident,United States,No,Airplane,28M,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,8,4, MA
Non-Fatal,Accident,United States,Yes,Airplane,1T7,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,8,3, TX
Non-Fatal,Accident,United States,No,Airplane,ANE,Destroyed,Other,APPROACH,Personal,Part 91,VMC,2018,8,3, MN
Non-Fatal,Accident,United States,No,Airplane,FLY,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,3, CO
Non-Fatal,Accident,United States,No,Airplane,K59,Substantial,Cessna,TAKEOFF,Aerial Application,Part 137,VMC,2018,8,2, KS
Non-Fatal,Accident,United States,No,Airplane,SHV,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2018,8,2, LA
Non-Fatal,Accident,United States,No,Airplane,MN81,Substantial,Cessna,MANEUVERING,Aerial Application,Part 137,VMC,2018,8,1, ND
Fatal,Accident,United States,No,Helicopter,GTU,Destroyed,Other,MANEUVERING,Instructional,Part 91,VMC,2018,8,1, TX
Non-Fatal,Accident,United States,No,Weight-Shift,HHR,Substantial,Other,LANDING,Instructional,Part 91,VMC,2018,8,1, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2018,8,1, AK
Non-Fatal,Accident,United States,No,Airplane,HDH,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2018,8,0, HI
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2018,8,0, CA
Fatal,Accident,United States,Yes,Airplane,DVT,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,8,0, AZ
Non-Fatal,Accident,United States,No,Airplane,BTV,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2018,8,0, VT
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,TAKEOFF,Business,Part 91,VMC,2018,8,0, AK
Non-Fatal,Accident,United States,No,Airplane,KMYL,Substantial,Cessna,LANDING,Air Drop,Part 91,VMC,2018,8,0, ID
Non-Fatal,Accident,United States,No,Airplane,T41,Destroyed,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,0, TX
Non-Fatal,Accident,United States,No,Airplane,GDJ,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,6, TX
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,DESCENT,Personal,Part 91,VMC,2018,8,5, WA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Personal,Part 91,VMC,2018,8,5, ID
Fatal,Accident,United States,Yes,Airplane,19AZ,Substantial,Other,UNKNOWN,Personal,Part 91,VMC,2018,8,5, AZ
Non-Fatal,Accident,United States,Yes,Airplane,PGV,Substantial,Other,CLIMB,Personal,Part 91,VMC,2018,8,5, NC
Fatal,Accident,United States,No,Airplane,07MD,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,8,5, MD
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Cessna,MANEUVERING,Aerial Application,Part 137,VMC,2018,8,5, MI
Non-Fatal,Accident,United States,No,Airplane,44AK,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,4, AK
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,4, NE
Non-Fatal,Accident,United States,No,Airplane,FD38,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,8,4, FL
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Aerial Application,Part 137,VMC,2018,8,4, KS
Non-Fatal,Accident,United States,No,Airplane,AFF,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2018,8,3, CO
Fatal,Accident,United States,No,Airplane,T76,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,3, TX
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,2, AK
Non-Fatal,Accident,United States,No,Airplane,SVC,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2018,8,2, NM
Non-Fatal,Accident,United States,No,Airplane,SUA,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,2, FL
Non-Fatal,Accident,United States,No,Ultralight,None,Destroyed,Other,UNKNOWN,Unknown,Part 91,VMC,2018,8,2, OH
Non-Fatal,Accident,United States,No,Airplane,3MN4,Substantial,Other,TAKEOFF,Aerial Application,Part 137,VMC,2018,8,2, MN
Non-Fatal,Accident,United States,No,Airplane,ID40,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,1, ID
Non-Fatal,Accident,United States,No,Airplane,WS43,Substantial,Cessna,GO-AROUND,Personal,Part 91,VMC,2018,8,1, WI
Non-Fatal,Accident,United States,No,Airplane,MDS,Substantial,Cessna,MANEUVERING,Instructional,Part 91,VMC,2018,8,1, SD
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Aerial Observation,Part 91,VMC,2018,8,0, WY
Non-Fatal,Accident,United States,No,Airplane,7XS0,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,0, TX
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2018,8,6, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,6, AK
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,6, AK
Non-Fatal,Accident,United States,No,Glider,F45,Destroyed,Other,LANDING,Personal,Part 91,VMC,2018,8,6, FL
Non-Fatal,Accident,United States,No,Airplane,44C,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,6, IL
Non-Fatal,Accident,United States,Yes,Airplane,APC,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,8,5, CA
Fatal,Accident,United States,No,Airplane,SGU,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,8,5, UT
Fatal,Accident,United States,No,Airplane,BKE,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,8,5, OR
Non-Fatal,Accident,United States,Yes,Airplane,5V6,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,8,5, CO
Non-Fatal,Accident,United States,Yes,Airplane,HLN,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,8,5, MT
Non-Fatal,Accident,United States,No,Airplane,GTF,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,8,5, MT
Non-Fatal,Accident,United States,No,Airplane,40I,Substantial,Cessna,LANDING,Skydiving,Part 91,VMC,2018,8,4, OH
Non-Fatal,Accident,United States,No,Helicopter,26N,Substantial,Other,MANEUVERING,Instructional,Part 91,VMC,2018,8,4, NJ
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,3, AK
Non-Fatal,Accident,United States,No,Gyroplane,SPK,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2018,8,3, UT
Non-Fatal,Accident,United States,No,Airplane,RTN,Substantial,Cessna,LANDING,Other Work Use,Part 91,VMC,2018,8,3, NM
Non-Fatal,Accident,United States,No,Airplane,COI,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2018,8,3, FL
Non-Fatal,Accident,United States,No,Airplane,GXY,Substantial,Cessna,GO-AROUND,Personal,Part 91,VMC,2018,8,2, CO
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Destroyed,Other,MANEUVERING,Aerial Application,Part 137,VMC,2018,8,1, WA
Non-Fatal,Accident,United States,No,Airplane,CGC,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,0, FL
Non-Fatal,Accident,United States,Yes,Airplane,GQQ,Substantial,Other,GO-AROUND,Personal,Part 91,VMC,2018,8,0, OH
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Cessna,MANEUVERING,Aerial Application,Part 137,VMC,2018,8,0, MO
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,0, MO
Non-Fatal,Accident,United States,Yes,Airplane,UT99,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,8,6, UT
Fatal,Accident,United States,No,Airplane,SNA,Substantial,Cessna,APPROACH,Business,Part 91,VMC,2018,8,6, CA
Non-Fatal,Accident,United States,No,Glider,0W3,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2018,8,6, MD
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,6, CO
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2018,8,5, NY
Non-Fatal,Accident,United States,No,Airplane,JSV,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,5, OK
Non-Fatal,Accident,United States,Yes,Airplane,GXY,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,5, CO
Non-Fatal,Accident,United States,No,Airplane,VAY,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,5, NJ
Non-Fatal,Accident,United States,No,Airplane,C91,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,8,5, MI
Non-Fatal,Accident,United States,Yes,Airplane,PVT,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,8,5, AK
Fatal,Accident,United States,No,Airplane,PVT,Destroyed,Other,TAKEOFF,Banner Tow,Part 91,VMC,2018,8,5, AL
Non-Fatal,Accident,United States,No,Airplane,OXI,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2018,8,5, IN
Fatal,Accident,United States,No,Airplane,PNC,Destroyed,Other,UNKNOWN,Personal,Part 91,VMC,2018,8,5, OK
Non-Fatal,Accident,United States,No,Airplane,GMU,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,8,4, SC
Non-Fatal,Accident,United States,No,Airplane,DFW,Substantial,Other,TAXI,Personal,Part 91,VMC,2018,8,4, TX
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Cessna,MANEUVERING,Personal,Part 91,VMC,2018,8,4, NE
Non-Fatal,Accident,United States,No,Helicopter,IKW,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2018,8,4, MI
Fatal,Accident,United States,No,Airplane,S31,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,8,3, WA
Non-Fatal,Accident,United States,No,Airplane,LJF,Substantial,Cessna,MANEUVERING,Aerial Application,Part 137,VMC,2018,8,3, MN
Non-Fatal,Accident,United States,Yes,Airplane,ESC,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,3, MI
Non-Fatal,Accident,United States,No,Airplane,U60,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,8,2, ID
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,CRUISE,Business,Part 91,VMC,2018,8,2, NC
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2018,7,1, CO
Non-Fatal,Accident,United States,No,Airplane,PVT,Substantial,Cessna,LANDING,Aerial Application,Part 137,VMC,2018,7,0, MS
Non-Fatal,Accident,United States,Yes,Glider,GA18,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,7,0, GA
Non-Fatal,Accident,United States,No,Airplane,ZER,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,7,0, PA
Non-Fatal,Accident,United States,No,Airplane,BRD,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2018,7,0, MN
Non-Fatal,Accident,United States,No,Airplane,EVW,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,7,6, WY
Non-Fatal,Accident,United States,No,Airplane,GPM,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2018,7,6, TX
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,7,6, NH
Non-Fatal,Accident,United States,No,Airplane,6Y3,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,7,6, MI
Non-Fatal,Accident,United States,No,Airplane,6Y3,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,7,6, MI
Non-Fatal,Accident,United States,No,Airplane,4I3,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2018,7,5, OH
Non-Fatal,Accident,United States,No,Airplane,SEE,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,7,5, CA
Non-Fatal,Accident,United States,No,Airplane,1N1,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,7,5, NM
Non-Fatal,Accident,United States,Yes,Airplane,HLM,Substantial,Other,GO-AROUND,Personal,Part 91,VMC,2018,7,5, MI
Non-Fatal,Accident,United States,No,Airplane,15G,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,7,5, OH
Non-Fatal,Accident,United States,Yes,Airplane,LQK,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,7,5, SC
Non-Fatal,Accident,United States,No,Airplane,H49,Substantial,Cessna,UNKNOWN,Instructional,Part 91,VMC,2018,7,5, IL
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2018,7,5, MN
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Aerial Observation,Part 91,VMC,2018,7,4, AR
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2018,7,4, IA
Non-Fatal,Accident,United States,No,Helicopter,LNA,Substantial,Other,LANDING,Instructional,Part 91,VMC,2018,7,4, FL
Non-Fatal,Accident,United States,No,Airplane,2G1,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,7,4, OH
Non-Fatal,Accident,United States,No,Airplane,DWH,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2018,7,3, TX
Non-Fatal,Accident,United States,No,Airplane,HES,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2018,7,3, CA
Non-Fatal,Accident,United States,No,Airplane,LVL,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,7,3, VA
Non-Fatal,Accident,United States,No,Airplane,LA71,Substantial,Cessna,LANDING,Aerial Application,Part 137,VMC,2018,7,3, LA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Instructional,Part 91,VMC,2018,7,3, NC
Non-Fatal,Accident,United States,No,Airplane,CEW,Substantial,Other,LANDING,Ferry,Part 91,VMC,2018,7,3, FL
Fatal,Accident,United States,No,Airplane,28J,Destroyed,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,7,3, FL
Non-Fatal,Accident,United States,Yes,Airplane,OSH,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,7,3, WI
Non-Fatal,Accident,United States,No,Airplane,SFB,Substantial,Other,TAXI,Instructional,Part 91,VMC,2018,7,2, FL
Non-Fatal,Accident,United States,No,Airplane,CAE,Substantial,Cessna,TAXI,Personal,Part 91,VMC,2018,7,2, SC
Non-Fatal,Accident,United States,No,Airplane,8AK8,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2018,7,1, AK
Non-Fatal,Accident,United States,No,Weight-Shift,AEG,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2018,7,1, NM
Fatal,Accident,United States,No,Airplane,IPJ,Substantial,Cessna,TAKEOFF,Personal,Part 91,IMC,2018,7,1, NC
Non-Fatal,Accident,United States,Yes,Airplane,PNM,Substantial,Other,LANDING,Personal,Part 91,VMC,2018,7,1, MN
Non-Fatal,Accident,United States,Yes,Airplane,OSH,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2018,7,1, WI
Non-Fatal,Accident,United States,No,Airplane,TUL,Substantial,Cessna,CRUISE,Positioning,Part 91,VMC,2018,7,0, OK
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Instructional,Part 91,VMC,2018,7,0, TX
Non-Fatal,Accident,United States,Yes,Airplane,OSH,Substantial,Other,APPROACH,Personal,Part 91,VMC,2018,7,0, WI
